"cve","age","cwe_id","cvss_elements_impact_score","cvss_elements_exploitability_score","n_references","description"
"CVE-2022-45439",153,"NVD-CW-noinfo",-99.0,-99.0,1,"A pair of spare WiFi credentials is stored in the configuration file of the Zyxel AX7501-B0 firmware prior to V5.17(ABPC.3)C0 in cleartext. An unauthenticated attacker could use the credentials to access the WLAN service if the configuration file has been retrieved from the device by leveraging another known vulnerability."
"CVE-2022-4544",154,"CWE-79",-99.0,-99.0,1,"The MashShare WordPress plugin before 3.8.7 does not validate and escape some of its shortcode attributes before outputting them back in the page, which could allow users with a role as low as contributor to perform Stored Cross-Site Scripting attacks which could be used against high privilege users such as admins."
"CVE-2022-45440",153,"NVD-CW-noinfo",-99.0,-99.0,1,"A vulnerability exists in the FTP server of the Zyxel AX7501-B0 firmware prior to V5.17(ABPC.3)C0, which processes symbolic links on external storage media. A local authenticated attacker with administrator privileges could abuse this vulnerability to access the root file system by creating a symbolic link on external storage media, such as a USB flash drive, and then logging into the FTP server on a vulnerable device."
"CVE-2022-45442",203,"CWE-494",5.9,2.8,5,"Sinatra is a domain-specific language for creating web applications in Ruby. An issue was discovered in Sinatra 2.0 before 2.2.3 and 3.0 before 3.0.4. An application is vulnerable to a reflected file download (RFD) attack that sets the Content-Disposition header of a response when the filename is derived from user-supplied input. Version 2.2.3 and 3.0.4 contain patches for this issue."
"CVE-2022-45444",152,"CWE-259",-99.0,-99.0,1,"Sewio’s Real-Time Location System (RTLS) Studio version 2.0.0 up to and including version 2.6.2 contains hard-coded passwords for select users in the application’s database. This could allow a remote attacker to login to the database with unrestricted access."
"CVE-2022-45461",214,"CWE-78",5.9,2.8,1,"The Java Admin Console in Veritas NetBackup through 10.1 and related Veritas products on Linux and UNIX allows authenticated non-root users (that have been explicitly added to the auth.conf file) to execute arbitrary commands as root."
"CVE-2022-45462",208,"CWE-77",5.9,3.9,2,"Alarm instance management has command injection when there is a specific command configured. It is only for logged-in users. We recommend you upgrade to version 2.0.6 or higher"
"CVE-2022-4547",154,"CWE-89",-99.0,-99.0,2,"The Conditional Payment Methods for WooCommerce WordPress plugin through 1.0 does not properly sanitise and escape a parameter before using it in a SQL statement, leading to a SQL injection exploitable by [high privilege users such as admin|users with a role as low as admin."
"CVE-2022-45470",210,"CWE-20",3.6,3.9,2,"** UNSUPPPORTED WHEN ASSIGNED **missing input validation in Apache Hama may cause information disclosure through path traversal and XSS. Since Apache Hama is EOL, we do not expect these issues to be fixed."
"CVE-2022-45471",213,"CWE-770",3.6,3.9,1,"In JetBrains Hub before 2022.3.15181 Throttling was missed when sending emails to a particular email address"
"CVE-2022-45472",208,"CWE-79",2.7,2.3,2,"CAE LearningSpace Enterprise (with Intuity License) image 267r patch 639 allows DOM XSS, related to ontouchmove and onpointerup."
"CVE-2022-45473",213,"NVD-CWE-noinfo",3.6,1.8,2,"In drachtio-server 0.8.18, /var/log/drachtio has mode 0777 and drachtio.log has mode 0666."
"CVE-2022-45474",213,"CWE-416",5.9,3.9,2,"drachtio-server 0.8.18 has a request-handler.cpp event_cb use-after-free for any request."
"CVE-2022-45475",206,"CWE-352",5.9,2.8,2,"Tiny File Manager version 2.4.8 allows an unauthenticated remote attacker to access the application's internal files. This is possible because the application is vulnerable to broken access control."
"CVE-2022-45476",206,"CWE-352",5.9,2.8,2,"Tiny File Manager version 2.4.8 executes the code of files uploaded by users of the application, instead of just returning them for download. This is possible because the application is vulnerable to insecure file upload."
"CVE-2022-45477",196,"CWE-306",5.9,3.9,1,"Telepad allows remote unauthenticated users to send instructions to the server to execute arbitrary code without any previous authorization or authentication. CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H"
"CVE-2022-45478",196,"CWE-319",3.6,2.2,1,"Telepad allows an attacker (in a man-in-the-middle position between the server and a connected device) to see all data (including keypresses) in cleartext. CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N"
"CVE-2022-45479",196,"CWE-306",5.9,3.9,1,"PC Keyboard allows remote unauthenticated users to send instructions to the server to execute arbitrary code without any previous authorization or authentication. CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H"
"CVE-2022-45480",199,"CWE-319",3.6,2.2,1,"PC Keyboard WiFi & Bluetooth allows an attacker (in a man-in-the-middle position between the server and a connected device) to see all data (including keypresses) in cleartext. CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N"
"CVE-2022-45481",196,"CWE-306",5.9,3.9,1,"The default configuration of Lazy Mouse does not require a password, allowing remote unauthenticated users to execute arbitrary code with no prior authorization or authentication. CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H"
"CVE-2022-45482",199,"CWE-521",5.9,3.9,1,"Lazy Mouse server enforces weak password requirements and doesn't implement rate limiting, allowing remote unauthenticated users to easily and quickly brute force the PIN and execute arbitrary commands. CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H"
"CVE-2022-45483",199,"CWE-319",3.6,2.2,1,"Lazy Mouse allows an attacker (in a man in the middle position between the server and a connected device) to see all data (including keypresses) in cleartext. CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N"
"CVE-2022-45484",188,"CWE-125",5.9,1.8,1,"A vulnerability has been identified in JT2Go (All versions < V14.1.0.6), Teamcenter Visualization V13.2 (All versions < V13.2.0.12), Teamcenter Visualization V13.3 (All versions < V13.3.0.9), Teamcenter Visualization V13.3 (All versions < V13.3.0.8), Teamcenter Visualization V14.0 (All versions < V14.0.0.5), Teamcenter Visualization V14.0 (All versions < V14.0.0.4), Teamcenter Visualization V14.1 (All versions < V14.1.0.6). The CCITT_G4Decode.dll contains an out of bounds read vulnerability when parsing a RAS file. An attacker can leverage this vulnerability to execute code in the context of the current process. (ZDI-CAN-19056)"
"CVE-2022-4549",154,"CWE-352",-99.0,-99.0,1,"The Tickera WordPress plugin before 3.5.1.0 does not have CSRF check in place when updating its settings, which could allow attackers to make a logged-in admin change them via a CSRF attack."
"CVE-2022-45497",193,"CWE-77",5.9,3.9,1,"Tenda W6-S v1.0.0.4(510) was discovered to contain a command injection vulnerability in the tpi_get_ping_output function at /goform/exeCommand."
"CVE-2022-45498",193,"NVD-CWE-noinfo",3.6,3.9,1,"An issue in the component tpi_systool_handle(0) (/goform/SysToolReboot) of Tenda W6-S v1.0.0.4(510) allows unauthenticated attackers to arbitrarily reboot the device."
"CVE-2022-45499",193,"CWE-787",3.6,3.9,1,"Tenda W6-S v1.0.0.4(510) was discovered to contain a stack overflow via the wl_radio parameter at /goform/WifiMacFilterGet."
"CVE-2022-45501",193,"CWE-787",3.6,3.9,1,"Tenda W6-S v1.0.0.4(510) was discovered to contain a stack overflow via the wl_radio parameter at /goform/wifiSSIDset."
"CVE-2022-45503",193,"CWE-787",3.6,3.9,1,"Tenda W6-S v1.0.0.4(510) was discovered to contain a stack overflow via the linkEn parameter at /goform/setAutoPing."
"CVE-2022-45504",193,"NVD-CWE-noinfo",3.6,3.9,1,"An issue in the component tpi_systool_handle(0) (/goform/SysToolRestoreSet) of Tenda W6-S v1.0.0.4(510) allows unauthenticated attackers to arbitrarily reboot the device."
"CVE-2022-45505",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the cmdinput parameter at /goform/exeCommand."
"CVE-2022-45506",193,"CWE-77",5.9,3.9,1,"Tenda W30E v1.0.1.25(633) was discovered to contain a command injection vulnerability via the fileNameMit parameter at /goform/delFileName."
"CVE-2022-45507",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the editNameMit parameter at /goform/editFileName."
"CVE-2022-45508",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the new_account parameter at /goform/editUserName."
"CVE-2022-45509",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the account parameter at /goform/addUserName."
"CVE-2022-45510",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the mit_ssid_index parameter at /goform/AdvSetWrlsafeset."
"CVE-2022-45511",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the PPPOEPassword parameter at /goform/QuickIndex."
"CVE-2022-45512",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the page parameter at /goform/SafeEmailFilter."
"CVE-2022-45513",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the page parameter at /goform/P2pListFilter."
"CVE-2022-45514",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the page parameter at /goform/webExcptypemanFilter."
"CVE-2022-45515",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the entries parameter at /goform/addressNat."
"CVE-2022-45516",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the page parameter at /goform/NatStaticSetting."
"CVE-2022-45517",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the page parameter at /goform/VirtualSer."
"CVE-2022-45518",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the page parameter at /goform/SetIpBind."
"CVE-2022-45519",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the Go parameter at /goform/SafeMacFilter."
"CVE-2022-45520",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the page parameter at /goform/qossetting."
"CVE-2022-45521",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the page parameter at /goform/SafeUrlFilter."
"CVE-2022-45522",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the page parameter at /goform/SafeClientFilter."
"CVE-2022-45523",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the page parameter at /goform/L7Im."
"CVE-2022-45524",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the opttype parameter at /goform/IPSECsave."
"CVE-2022-45525",193,"CWE-787",3.6,3.9,1,"Tenda W30E V1.0.1.25(633) was discovered to contain a stack overflow via the downaction parameter at /goform/CertListInfo."
"CVE-2022-45529",209,"CWE-89",3.6,1.2,2,"AeroCMS v0.0.1 was discovered to contain a SQL Injection vulnerability via the post_category_id parameter at \admin\includes\edit_post.php. This vulnerability allows attackers to access database information."
"CVE-2022-45535",209,"CWE-89",3.6,1.2,2,"AeroCMS v0.0.1 was discovered to contain a SQL Injection vulnerability via the edit parameter at \admin\categories.php. This vulnerability allows attackers to access database information."
"CVE-2022-45536",209,"CWE-89",3.6,1.2,2,"AeroCMS v0.0.1 was discovered to contain a SQL Injection vulnerability via the id parameter at \admin\post_comments.php. This vulnerability allows attackers to access database information."
"CVE-2022-45548",195,"CWE-434",5.9,2.8,1,"AyaCMS v3.1.2 has an Arbitrary File Upload vulnerability."
"CVE-2022-4555",185,"CWE-862",1.4,3.9,2,"The WP Shamsi plugin for WordPress is vulnerable to authorization bypass due to a missing capability check on the deactivate() function hooked via init() in versions up to, and including, 4.1.0. This makes it possible for unauthenticated attackers to deactivate arbitrary plugins on the site. This can be used to deactivate security plugins that aids in exploiting other vulnerabilities."
"CVE-2022-45550",194,"CWE-74",5.9,3.9,2,"AyaCMS 3.1.2 is vulnerable to Remote Code Execution (RCE)."
"CVE-2022-4556",185,"CWE-79",2.7,2.8,3,"A vulnerability was found in Alinto SOGo up to 5.7.1 and classified as problematic. Affected by this issue is the function _migrateMailIdentities of the file SoObjects/SOGo/SOGoUserDefaults.m of the component Identity Handler. The manipulation of the argument fullName leads to cross site scripting. The attack may be launched remotely. Upgrading to version 5.8.0 is able to address this issue. The name of the patch is efac49ae91a4a325df9931e78e543f707a0f8e5e. It is recommended to upgrade the affected component. The identifier of this vulnerability is VDB-215960."
"CVE-2022-45562",199,"CWE-276",5.9,2.8,1,"Insecure permissions in Telos Alliance Omnia MPX Node v1.0.0 to v1.4.9 allow attackers to manipulate and access system settings with backdoor account low privilege, this can lead to change hardware settings and execute arbitrary commands in vulnerable system functions that is requires high privilege to access."
"CVE-2022-4558",185,"CWE-79",2.7,2.8,3,"A vulnerability was found in Alinto SOGo up to 5.7.1. It has been classified as problematic. This affects an unknown part of the file SoObjects/SOGo/NSString+Utilities.m of the component Folder/Mail Handler. The manipulation leads to cross site scripting. It is possible to initiate the attack remotely. Upgrading to version 5.8.0 is able to address this issue. The name of the patch is 1e0f5f00890f751e84d67be4f139dd7f00faa5f3. It is recommended to upgrade the affected component. The identifier VDB-215961 was assigned to this vulnerability."
"CVE-2022-4559",185,"CWE-79",2.7,2.8,3,"A vulnerability was found in INEX IPX-Manager up to 6.2.0. It has been declared as problematic. This vulnerability affects unknown code of the file resources/views/customer/list.foil.php. The manipulation leads to cross site scripting. The attack can be initiated remotely. Upgrading to version 6.3.0 is able to address this issue. The name of the patch is bc9b14c6f70cccdb89b559e8bc3a7318bfe9c243. It is recommended to upgrade the affected component. VDB-215962 is the identifier assigned to this vulnerability."
"CVE-2022-4560",185,"CWE-79",2.7,2.8,3,"A vulnerability was found in Joget up to 7.0.31. It has been rated as problematic. This issue affects the function getInternalJsCssLib of the file wflow-core/src/main/java/org/joget/plugin/enterprise/UniversalTheme.java of the component wflow-core. The manipulation of the argument key leads to cross site scripting. The attack may be initiated remotely. Upgrading to version 7.0.32 is able to address this issue. The name of the patch is ecf8be8f6f0cb725c18536ddc726d42a11bdaa1b. It is recommended to upgrade the affected component. The associated identifier of this vulnerability is VDB-215963."
"CVE-2022-4561",185,"CWE-79",2.7,2.8,2,"A vulnerability classified as problematic has been found in SemanticDrilldown Extension. Affected is the function printFilterLine of the file includes/specials/SDBrowseDataPage.php of the component GET Parameter Handler. The manipulation of the argument value leads to cross site scripting. It is possible to launch the attack remotely. The name of the patch is 6e18cf740a4548166c1d95f6d3a28541d298a3aa. It is recommended to apply a patch to fix this issue. The identifier of this vulnerability is VDB-215964."
"CVE-2022-45614",160,"NVD-CW-noinfo",-99.0,-99.0,0,"** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: CVE-2022-4228. Reason: This candidate is a reservation duplicate of CVE-2022-4228. Notes: All CVE users should reference CVE-2022-4228 instead of this candidate. All references and descriptions in this candidate have been removed to prevent accidental usage."
"CVE-2022-4563",185,"CWE-59",5.9,1.8,3,"A vulnerability was found in Freedom of the Press SecureDrop. It has been rated as critical. Affected by this issue is some unknown functionality of the file gpg-agent.conf. The manipulation leads to symlink following. Local access is required to approach this attack. The name of the patch is b0526a06f8ca713cce74b63e00d3730618d89691. It is recommended to apply a patch to fix this issue. The identifier of this vulnerability is VDB-215972."
"CVE-2022-4564",185,"CWE-352",5.9,2.8,4,"A vulnerability classified as problematic has been found in University of Central Florida Materia up to 9.0.0. This affects the function before of the file fuel/app/classes/controller/api.php of the component API Controller. The manipulation leads to cross-site request forgery. It is possible to initiate the attack remotely. Upgrading to version 9.0.1-alpha1 is able to address this issue. The name of the patch is af259115d2e8f17068e61902151ee8a9dbac397b. It is recommended to upgrade the affected component. The identifier VDB-215973 was assigned to this vulnerability."
"CVE-2022-45640",200,"CWE-787",3.6,3.9,2,"Tenda Tenda AC6V1.0 V15.03.05.19 is affected by buffer overflow. Causes a denial of service (local)."
"CVE-2022-45641",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 is vulnerable to Buffer Overflow via formSetMacFilterCfg."
"CVE-2022-45643",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the deviceId parameter in the addWifiMacFilter function."
"CVE-2022-45644",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the deviceId parameter in the formSetClientState function."
"CVE-2022-45645",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the deviceMac parameter in the addWifiMacFilter function."
"CVE-2022-45646",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the limitSpeedUp parameter in the formSetClientState function."
"CVE-2022-45647",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the limitSpeed parameter in the formSetClientState function."
"CVE-2022-45648",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the devName parameter in the formSetDeviceName function."
"CVE-2022-45649",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the endIp parameter in the formSetPPTPServer function."
"CVE-2022-4565",185,"CWE-404",3.6,3.9,2,"A vulnerability classified as problematic was found in Dromara HuTool up to 5.8.10. This vulnerability affects unknown code of the file cn.hutool.core.util.ZipUtil.java. The manipulation leads to resource consumption. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. Upgrading to version 5.8.11 is able to address this issue. It is recommended to upgrade the affected component. VDB-215974 is the identifier assigned to this vulnerability."
"CVE-2022-45650",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the firewallEn parameter in the formSetFirewallCfg function."
"CVE-2022-45651",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the list parameter in the formSetVirtualSer function."
"CVE-2022-45652",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the startIp parameter in the formSetPPTPServer function."
"CVE-2022-45653",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the page parameter in the fromNatStaticSetting function."
"CVE-2022-45654",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the ssid parameter in the form_fast_setting_wifi_set function."
"CVE-2022-45655",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the timeZone parameter in the form_fast_setting_wifi_set function."
"CVE-2022-45656",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the time parameter in the fromSetSysTime function."
"CVE-2022-45657",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the list parameter in the fromSetIpMacBind function."
"CVE-2022-45658",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the schedEndTime parameter in the setSchedWifi function."
"CVE-2022-45659",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the wpapsk_crypto parameter in the fromSetWirelessRepeat function."
"CVE-2022-4566",185,"CWE-89",5.9,3.9,4,"A vulnerability, which was classified as critical, has been found in y_project RuoYi 4.7.5. This issue affects some unknown processing of the file com/ruoyi/generator/controller/GenController. The manipulation leads to sql injection. The name of the patch is 167970e5c4da7bb46217f576dc50622b83f32b40. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-215975."
"CVE-2022-45660",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the schedStartTime parameter in the setSchedWifi function."
"CVE-2022-45661",199,"CWE-120",3.6,3.9,1,"Tenda AC6V1.0 V15.03.05.19 was discovered to contain a buffer overflow via the time parameter in the setSmartPowerManagement function."
"CVE-2022-45663",199,"CWE-120",3.6,3.9,1,"Tenda i22 V1.0.0.3(4687) was discovered to contain a buffer overflow via the index parameter in the formWifiMacFilterSet function."
"CVE-2022-45664",199,"CWE-120",3.6,3.9,1,"Tenda i22 V1.0.0.3(4687) was discovered to contain a buffer overflow via the list parameter in the formwrlSSIDget function."
"CVE-2022-45665",181,"CWE-120",3.6,3.9,1,"Tenda i22 V1.0.0.3(4687) was discovered to contain a buffer overflow via the funcpara1 parameter in the formSetCfm function."
"CVE-2022-45666",181,"CWE-120",3.6,3.9,1,"Tenda i22 V1.0.0.3(4687) was discovered to contain a buffer overflow via the list parameter in the formwrlSSIDset function."
"CVE-2022-45667",199,"CWE-352",3.6,2.8,1,"Tenda i22 V1.0.0.3(4687) is vulnerable to Cross Site Request Forgery (CSRF) via function fromSysToolRestoreSet."
"CVE-2022-45668",199,"CWE-352",3.6,2.8,1,"Tenda i22 V1.0.0.3(4687) is vulnerable to Cross Site Request Forgery (CSRF) via function fromSysToolReboot."
"CVE-2022-45669",199,"CWE-120",3.6,3.9,1,"Tenda i22 V1.0.0.3(4687) was discovered to contain a buffer overflow via the index parameter in the formWifiMacFilterGet function."
"CVE-2022-4567",184,"CWE-284",5.2,2.8,2,"Improper Access Control in GitHub repository openemr/openemr prior to 7.0.0.2."
"CVE-2022-45670",199,"CWE-120",3.6,3.9,1,"Tenda i22 V1.0.0.3(4687) was discovered to contain a buffer overflow via the ping1 parameter in the formSetAutoPing function."
"CVE-2022-45671",199,"CWE-120",3.6,3.9,1,"Tenda i22 V1.0.0.3(4687) was discovered to contain a buffer overflow via the appData parameter in the formSetAppFilterRule function."
"CVE-2022-45672",199,"CWE-120",3.6,3.9,1,"Tenda i22 V1.0.0.3(4687) was discovered to contain a buffer overflow via the formWx3AuthorizeSet function."
"CVE-2022-45673",199,"CWE-352",3.6,2.8,1,"Tenda AC6V1.0 V15.03.05.19 is vulnerable to Cross Site Request Forgery (CSRF) via function fromSysToolRestoreSet."
"CVE-2022-45674",199,"CWE-352",3.6,2.8,1,"Tenda AC6V1.0 V15.03.05.19 is vulnerable to Cross Site Request Forgery (CSRF) via function fromSysToolReboot."
"CVE-2022-45685",188,"CWE-787",3.6,3.9,3,"A stack overflow in Jettison before v1.5.2 allows attackers to cause a Denial of Service (DoS) via crafted JSON data."
"CVE-2022-45688",188,"CWE-787",3.6,3.9,2,"A stack overflow in the XML.toJSONObject component of hutool-json v5.8.10 allows attackers to cause a Denial of Service (DoS) via crafted JSON or XML data."
"CVE-2022-45689",188,"CWE-787",3.6,3.9,1,"hutool-json v5.8.10 was discovered to contain an out of memory error."
"CVE-2022-45690",188,"CWE-787",3.6,3.9,2,"A stack overflow in the org.json.JSONTokener.nextValue::JSONTokener.java component of hutool-json v5.8.10 allows attackers to cause a Denial of Service (DoS) via crafted JSON or XML data."
"CVE-2022-45693",188,"CWE-787",3.6,3.9,3,"Jettison before v1.5.2 was discovered to contain a stack overflow via the map parameter. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted string."
"CVE-2022-45706",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a buffer overflow via the hostname parameter in the formSetNetCheckTools function."
"CVE-2022-45707",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a buffer overflow via the rules parameter in the formAddDnsHijack function."
"CVE-2022-45708",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a buffer overflow via the sPortMapIndex parameter in the formDelPortMapping function."
"CVE-2022-45709",178,"CWE-78",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain multiple command injection vulnerabilities via the pEnable, pLevel, and pModule parameters in the formSetDebugCfg function."
"CVE-2022-4571",154,"CWE-79",-99.0,-99.0,1,"The Seriously Simple Podcasting WordPress plugin before 2.19.1 does not validate and escape some of its shortcode attributes before outputting them back in the page, which could allow users with a role as low as contributor to perform Stored Cross-Site Scripting attacks which could be used against high privilege users such as admins."
"CVE-2022-45710",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain multiple buffer overflows via the pEnable, pLevel, and pModule parameters in the formSetDebugCfg function."
"CVE-2022-45711",178,"CWE-78",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a command injection vulnerability via the hostname parameter in the formSetNetCheckTools function."
"CVE-2022-45712",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a buffer overflow via the rules parameter in the formAddDnsForward function."
"CVE-2022-45714",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a buffer overflow via the indexSet parameter in the formQOSRuleDel function."
"CVE-2022-45715",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain multiple buffer overflows via the pLanPortRange and pWanPortRange parameters in the formSetPortMapping function."
"CVE-2022-45716",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a buffer overflow via the indexSet parameter in the formIPMacBindDel function."
"CVE-2022-45717",178,"CWE-77",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a command injection vulnerability via the usbPartitionName parameter in the formSetUSBPartitionUmount function. This vulnerability is exploited via a crafted GET request."
"CVE-2022-45718",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a buffer overflow via the rules parameter in the formIPMacBindAdd function."
"CVE-2022-45719",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a buffer overflow via the gotoUrl parameter in the formPortalAuth function."
"CVE-2022-4572",184,"CWE-22",5.2,1.8,4,"A vulnerability, which was classified as problematic, has been found in UBI Reader up to 0.8.0. Affected by this issue is the function ubireader_extract_files of the file ubireader/ubifs/output.py of the component UBIFS File Handler. The manipulation leads to path traversal. The attack may be launched remotely. Upgrading to version 0.8.5 is able to address this issue. The name of the patch is d5d68e6b1b9f7070c29df5f67fc060f579ae9139. It is recommended to upgrade the affected component. VDB-216146 is the identifier assigned to this vulnerability."
"CVE-2022-45720",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain multiple buffer overflows via the ip, mac, and remark parameters in the formIPMacBindModify function."
"CVE-2022-45721",178,"CWE-120",5.9,3.9,1,"IP-COM M50 V15.11.0.33(10768) was discovered to contain a buffer overflow via the picName parameter in the formDelWewifiPic function."
"CVE-2022-45728",158,"NVD-CW-noinfo",-99.0,-99.0,1,"Doctor Appointment Management System v1.0.0 was discovered to contain a cross-site scripting (XSS) vulnerability."
"CVE-2022-45729",158,"NVD-CW-noinfo",-99.0,-99.0,1,"A cross-site scripting (XSS) vulnerability in Doctor Appointment Management System v1.0.0 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Employee ID parameter."
"CVE-2022-45756",189,"CWE-79",2.7,2.8,1,"SENS v1.0 is vulnerable to Cross Site Scripting (XSS)."
"CVE-2022-45758",189,"CWE-79",2.7,2.3,1,"SENS v1.0 is vulnerable to Cross Site Scripting (XSS) via com.liuyanzhao.sens.web.controller.admin, getRegister."
"CVE-2022-45759",189,"CWE-434",5.9,2.8,1,"SENS v1.0 has a file upload vulnerability."
"CVE-2022-45760",189,"CWE-863",5.9,2.8,1,"SENS v1.0 is vulnerable to Incorrect Access Control vulnerability."
"CVE-2022-45769",196,"CWE-79",2.7,2.8,1,"A cross-site scripting (XSS) vulnerability in ClicShopping_V3 v3.402 allows attackers to execute arbitrary web scripts or HTML via a crafted URL parameter."
